name,birthname,date_of_birth,spotify_id,genre,spotify_avatar,wikipedia_page
Taylor Swift,Taylor Alison Swift,1989-01-13,06HL4z0CvFAxyc27GXpf02,Traditional pop music,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,https://fr.wikipedia.org/wiki/Taylor_Swift
Fanny J,Fanny Jacques André Coquin,1987-10-06,4UDmRorEV3n7LrvphaEKkw,Zouk,https://i.scdn.co/image/ab6761610000e5eb289fd09110048748d284f44c,
Kim,,,526TMJFuJibm9j2p9td9Yp,Zouk,https://i.scdn.co/image/ab6761610000e5eb760b5cab64307663339b6762,
Les Déesses,,,4zXAitgkrWokZ0zolMyJh9,Zouk,https://i.scdn.co/image/ab67616d0000b273f14b187f00167889b88d4317,
Njie,,,50MNakTO5I1i1I9Z4tC8u4,Zouk,https://i.scdn.co/image/ab67616d0000b273a982fbc4112baf12908cde02,
Perle Lama,,1984-01-20,3JCfgXnyQBwjAp61EctbQP,Zouk,https://i.scdn.co/image/ab6761610000e5eb79dfbfe10b61acc685de1581,
Princess Lover,,,2MR0CohJ0bX97VcvgcIhsl,Zouk,https://i.scdn.co/image/ab67616d0000b273a494413884fbd766ad3783f2,
Scarlette,,,1LjSVbvcFPzVlO1OLhDQey,Zouk,https://i.scdn.co/image/ab6761610000e5eb91ce1ef0b5c58bd3ac01f43c,
Slaï,Patrice Sylvestre,1973-02-10,7y4UMLXo4Gz5NQbXE7v2Kt,Zouk,https://i.scdn.co/image/ab6761610000e5ebce79ad2c20d8a5dd5b59b082,
Thierry Cham,,,75E2yAVDzecPCYaNbLeNC5,Zouk,https://i.scdn.co/image/ab67616d0000b273e3ba3c8cf61a78e6bd142f5b,
